solute_name,solute_smiles,solvent_name,solvent_smiles,solute_inchikey,S_M,logS_M,MW
hexachloroethane,ClC(Cl)(Cl)C(Cl)(Cl)Cl,cyclohexane,C1CCCCC1,VHHHONWQHHHLTI-UHFFFAOYNA-N,1.020624018,0.008865784,236.74
hexachloroethane,ClC(Cl)(Cl)C(Cl)(Cl)Cl,dichloromethane,C(Cl)Cl,VHHHONWQHHHLTI-UHFFFAOYNA-N,1.96731003,0.293872806,236.74
hexachloroethane,ClC(Cl)(Cl)C(Cl)(Cl)Cl,heptane,CCCCCCC,VHHHONWQHHHLTI-UHFFFAOYNA-N,1.068587302,0.028808442,236.74
hexachloroethane,ClC(Cl)(Cl)C(Cl)(Cl)Cl,hexane,CCCCCC,VHHHONWQHHHLTI-UHFFFAOYNA-N,1.079120225,0.03304053,236.74
hexachloroethane,ClC(Cl)(Cl)C(Cl)(Cl)Cl,octane,CCCCCCCC,VHHHONWQHHHLTI-UHFFFAOYNA-N,1.010445588,0.004512838,236.74
hexachloroethane,ClC(Cl)(Cl)C(Cl)(Cl)Cl,toluene,c1ccccc1C,VHHHONWQHHHLTI-UHFFFAOYNA-N,1.920295758,0.283368123,236.74
hexachloroethane,ClC(Cl)(Cl)C(Cl)(Cl)Cl,water,O,VHHHONWQHHHLTI-UHFFFAOYNA-N,0.000213796,-3.670000424,236.74
hydrochlorothiazide,O=S(=O)(c1c(Cl)cc2c(c1)S(=O)(=O)NCN2)N,PEG400,O(CCOCCOCCO)CCOCCOCCOCCOCCOCCO,JZUFKLXOESDKRF-JSGPKCTENA-N,0.084722741,-1.072000002,297.745
hydrochlorothiazide,O=S(=O)(c1c(Cl)cc2c(c1)S(=O)(=O)NCN2)N,water,O,JZUFKLXOESDKRF-JSGPKCTENA-N,0.002023497,-2.701500044,297.745
hydrocortisone,O=C4\C=C2/[C@]([C@H]1[C@@H](O)C[C@@]3([C@@](O)(C(=O)CO)CC[C@H]3[C@@H]1CC2)C)(C)CC4,1-octanol,OCCCCCCCC,JYGXADMDTFJGBT-VWUMJDOONA-N,0.015848932,-1.799999998,362.466
hydrocortisone,O=C4\C=C2/[C@]([C@H]1[C@@H](O)C[C@@]3([C@@](O)(C(=O)CO)CC[C@H]3[C@@H]1CC2)C)(C)CC4,PEG400,O(CCOCCOCCO)CCOCCOCCOCCOCCOCCO,JYGXADMDTFJGBT-VWUMJDOONA-N,0.013963684,-1.854999988,362.466
hydrocortisone,O=C4\C=C2/[C@]([C@H]1[C@@H](O)C[C@@]3([C@@](O)(C(=O)CO)CC[C@H]3[C@@H]1CC2)C)(C)CC4,acetonitrile,N#CC,JYGXADMDTFJGBT-VWUMJDOONA-N,0.009,-2.045757491,362.466
hydrocortisone,O=C4\C=C2/[C@]([C@H]1[C@@H](O)C[C@@]3([C@@](O)(C(=O)CO)CC[C@H]3[C@@H]1CC2)C)(C)CC4,ethanol,CCO,JYGXADMDTFJGBT-VWUMJDOONA-N,0.040551,-1.391998431,362.466
hydrocortisone,O=C4\C=C2/[C@]([C@H]1[C@@H](O)C[C@@]3([C@@](O)(C(=O)CO)CC[C@H]3[C@@H]1CC2)C)(C)CC4,water,O,JYGXADMDTFJGBT-VWUMJDOONA-N,0.000857705,-3.074266886,362.466
hydroflumethiazide,FC(F)(F)c2c(cc1c(NCNS1(=O)=O)c2)S(=O)(=O)N,PEG400,O(CCOCCOCCO)CCOCCOCCOCCOCCOCCO,DMDGGSIALPNSEE-GAJRPKRDNA-N,0.033113112,-1.480000002,331.297
hydroflumethiazide,FC(F)(F)c2c(cc1c(NCNS1(=O)=O)c2)S(=O)(=O)N,water,O,DMDGGSIALPNSEE-GAJRPKRDNA-N,0.000950271,-3.026249804,331.297
hydroquinone,c1cc(ccc1O)O,2-propanol,CC(O)C,QIGBRXMKCJKVMJ-UHFFFAOYNA-N,2.088990616,0.319936489,110.112
hydroquinone,c1cc(ccc1O)O,butyl acetate,O=C(OCCCC)C,QIGBRXMKCJKVMJ-UHFFFAOYNA-N,0.937649363,-0.027959537,110.112
hydroquinone,c1cc(ccc1O)O,ethanol,CCO,QIGBRXMKCJKVMJ-UHFFFAOYNA-N,2.973925658,0.473330108,110.112
hydroquinone,c1cc(ccc1O)O,ethyl acetate,O=C(OCC)C,QIGBRXMKCJKVMJ-UHFFFAOYNA-N,1.033335791,0.014241472,110.112
hydroquinone,c1cc(ccc1O)O,methanol,CO,QIGBRXMKCJKVMJ-UHFFFAOYNA-N,2.558210579,0.407936291,110.112
ibuprofen,CC(C)Cc1ccc(cc1)C(C)C(=O)O,1-octanol,OCCCCCCCC,HEFNNWSXXWATRW-YHMJCDSINA-N,1.513780624,0.180062937,206.285
ibuprofen,CC(C)Cc1ccc(cc1)C(C)C(=O)O,DMSO,CS(=O)C,HEFNNWSXXWATRW-YHMJCDSINA-N,3.832520225,0.583484455,206.285
ibuprofen,CC(C)Cc1ccc(cc1)C(C)C(=O)O,PEG400,O(CCOCCOCCO)CCOCCOCCOCCOCCOCCO,HEFNNWSXXWATRW-YHMJCDSINA-N,1.199499303,0.079,206.285
ibuprofen,CC(C)Cc1ccc(cc1)C(C)C(=O)O,dichloromethane,C(Cl)Cl,HEFNNWSXXWATRW-YHMJCDSINA-N,2.816618099,0.449727966,206.285
ibuprofen,CC(C)Cc1ccc(cc1)C(C)C(=O)O,water,O,HEFNNWSXXWATRW-YHMJCDSINA-N,0.000237137,-3.625000679,206.285
ibuprofen,O=C(O)C(c1ccc(cc1)CC(C)C)C,"1,4-dioxane",O1CCOCC1,HEFNNWSXXWATRW-YHMJCDSINA-N,0.401,-0.396855627,206.285
ibuprofen,O=C(O)C(c1ccc(cc1)CC(C)C)C,1-decanol,OCCCCCCCCCC,HEFNNWSXXWATRW-YHMJCDSINA-N,1.12,0.049218023,206.285
ibuprofen,O=C(O)C(c1ccc(cc1)CC(C)C)C,1-octanol,OCCCCCCCC,HEFNNWSXXWATRW-YHMJCDSINA-N,1.475333333,0.159754833,206.285
ibuprofen,O=C(O)C(c1ccc(cc1)CC(C)C)C,1-pentanol,OCCCCC,HEFNNWSXXWATRW-YHMJCDSINA-N,1.5625,0.192883547,206.285
ibuprofen,O=C(O)C(c1ccc(cc1)CC(C)C)C,1-propanol,OCCC,HEFNNWSXXWATRW-YHMJCDSINA-N,1.52,0.181843588,206.285
ibuprofen,O=C(O)C(c1ccc(cc1)CC(C)C)C,2-butanol,OC(C)CC,HEFNNWSXXWATRW-YHMJCDSINA-N,1.78,0.250420002,206.285
ibuprofen,O=C(O)C(c1ccc(cc1)CC(C)C)C,2-methyl-1-propanol,OCC(C)C,HEFNNWSXXWATRW-YHMJCDSINA-N,1.76,0.245512668,206.285
ibuprofen,O=C(O)C(c1ccc(cc1)CC(C)C)C,2-propanol,OC(C)C,HEFNNWSXXWATRW-YHMJCDSINA-N,2.22,0.346352974,206.285
ibuprofen,O=C(O)C(c1ccc(cc1)CC(C)C)C,DMF,O=C(NC)C,HEFNNWSXXWATRW-YHMJCDSINA-N,1.291,0.110926242,206.285
ibuprofen,O=C(O)C(c1ccc(cc1)CC(C)C)C,acetic acid,O=C(O)C,HEFNNWSXXWATRW-YHMJCDSINA-N,1.566,0.194791758,206.285
ibuprofen,O=C(O)C(c1ccc(cc1)CC(C)C)C,acetone,CC(=O)C,HEFNNWSXXWATRW-YHMJCDSINA-N,2.944,0.468937806,206.285
ibuprofen,O=C(O)C(c1ccc(cc1)CC(C)C)C,benzene,c1ccccc1,HEFNNWSXXWATRW-YHMJCDSINA-N,0.857,-0.067019178,206.285
ibuprofen,O=C(O)C(c1ccc(cc1)CC(C)C)C,chlorobenzene,Clc1ccccc1,HEFNNWSXXWATRW-YHMJCDSINA-N,1.94,0.28780173,206.285
ibuprofen,O=C(O)C(c1ccc(cc1)CC(C)C)C,chloroform,C(Cl)(Cl)Cl,HEFNNWSXXWATRW-YHMJCDSINA-N,2.651,0.419613287,206.285
ibuprofen,O=C(O)C(c1ccc(cc1)CC(C)C)C,cyclohexane,C1CCCCC1,HEFNNWSXXWATRW-YHMJCDSINA-N,1.098,0.03588266,206.285
ibuprofen,O=C(O)C(c1ccc(cc1)CC(C)C)C,diethyl ether,CCOCC,HEFNNWSXXWATRW-YHMJCDSINA-N,0.215,-0.66756154,206.285
ibuprofen,O=C(O)C(c1ccc(cc1)CC(C)C)C,ethanol,CCO,HEFNNWSXXWATRW-YHMJCDSINA-N,1.81,0.257678575,206.285
ibuprofen,O=C(O)C(c1ccc(cc1)CC(C)C)C,ethanol,OCC,HEFNNWSXXWATRW-YHMJCDSINA-N,1.18,0.071882007,206.285
ibuprofen,O=C(O)C(c1ccc(cc1)CC(C)C)C,ethyl acetate,CCOC(=O)C1=NN(C(=N1)C(Cl)(Cl)Cl)C2=C(C=C(C=C2)Cl)Cl,HEFNNWSXXWATRW-YHMJCDSINA-N,2.529,0.402948829,206.285
ibuprofen,O=C(O)C(c1ccc(cc1)CC(C)C)C,ethylene glycol,OCCO,HEFNNWSXXWATRW-YHMJCDSINA-N,0.32,-0.494850022,206.285
ibuprofen,O=C(O)C(c1ccc(cc1)CC(C)C)C,heptane,CCCCCCC,HEFNNWSXXWATRW-YHMJCDSINA-N,0.38,-0.420216403,206.285
ibuprofen,O=C(O)C(c1ccc(cc1)CC(C)C)C,methanol,CO,HEFNNWSXXWATRW-YHMJCDSINA-N,0.556,-0.254925208,206.285
ibuprofen,O=C(O)C(c1ccc(cc1)CC(C)C)C,methanol,OC,HEFNNWSXXWATRW-YHMJCDSINA-N,1.16,0.064457989,206.285
ibuprofen,O=C(O)C(c1ccc(cc1)CC(C)C)C,water,O,HEFNNWSXXWATRW-YHMJCDSINA-N,0.000333333,-1,206.285
imperatorin,O=C/3Oc2c(OC\C=C(/C)C)c1occc1cc2\C=C\3,ethanol,CCO,OLOOJGVNMBJLLR-UHFFFAOYNA-N,0.056855156,-1.516898021,270.284
imperatorin,O=C/3Oc2c(OC\C=C(/C)C)c1occc1cc2\C=C\3,ethyl acetate,O=C(OCC)C,OLOOJGVNMBJLLR-UHFFFAOYNA-N,0.06953,-1.157827771,270.284
imperatorin,O=C/3Oc2c(OC\C=C(/C)C)c1occc1cc2\C=C\3,hexane,CCCCCC,OLOOJGVNMBJLLR-UHFFFAOYNA-N,0.002426,-2.615109203,270.284
imperatorin,O=C/3Oc2c(OC\C=C(/C)C)c1occc1cc2\C=C\3,methanol,CO,OLOOJGVNMBJLLR-UHFFFAOYNA-N,0.01815,-1.741123371,270.284
imperatorin,O=C/3Oc2c(OC\C=C(/C)C)c1occc1cc2\C=C\3,water,O,OLOOJGVNMBJLLR-UHFFFAOYNA-N,5.90E-05,-4.229036117,270.284
indapamide,O=S(=O)(N)c1c(Cl)ccc(c1)C(=O)NN3c2ccccc2CC3C,PEG400,O(CCOCCOCCO)CCOCCOCCOCCOCCOCCO,NDDAHWYSQHTHNT-VNHAUOCNNA-N,0.24043628,-0.619,365.842
indapamide,O=S(=O)(N)c1c(Cl)ccc(c1)C(=O)NN3c2ccccc2CC3C,water,O,NDDAHWYSQHTHNT-VNHAUOCNNA-N,0.000229206,-3.643000102,365.842
indole-2-carboxylic acid,c1ccc2c(c1)cc([nH]2)C(=O)O,"1,4-dioxane",O1CCOCC1,HCUARRIEZVDMPT-WXRBYKJCNA-N,0.048385158,-1.315287836,161.16
indole-2-carboxylic acid,c1ccc2c(c1)cc([nH]2)C(=O)O,1-butanol,CCCCO,HCUARRIEZVDMPT-WXRBYKJCNA-N,0.729293931,-0.137097401,161.16
indole-2-carboxylic acid,c1ccc2c(c1)cc([nH]2)C(=O)O,1-propanol,CCCO,HCUARRIEZVDMPT-WXRBYKJCNA-N,0.874404111,-0.058287809,161.16
indole-2-carboxylic acid,c1ccc2c(c1)cc([nH]2)C(=O)O,2-propanol,CC(O)C,HCUARRIEZVDMPT-WXRBYKJCNA-N,0.90067602,-0.0454314,161.16
indole-2-carboxylic acid,c1ccc2c(c1)cc([nH]2)C(=O)O,dichloromethane,C(Cl)Cl,HCUARRIEZVDMPT-WXRBYKJCNA-N,0.018398964,-1.73520663,161.16
indole-2-carboxylic acid,c1ccc2c(c1)cc([nH]2)C(=O)O,ethanol,CCO,HCUARRIEZVDMPT-WXRBYKJCNA-N,1.257186783,0.099399807,161.16
indole-2-carboxylic acid,c1ccc2c(c1)cc([nH]2)C(=O)O,ethyl acetate,O=C(OCC)C,HCUARRIEZVDMPT-WXRBYKJCNA-N,0.87108851,-0.059937715,161.16
indole-2-carboxylic acid,c1ccc2c(c1)cc([nH]2)C(=O)O,methanol,CO,HCUARRIEZVDMPT-WXRBYKJCNA-N,1.841985414,0.265286187,161.16
indole-2-carboxylic acid,c1ccc2c(c1)cc([nH]2)C(=O)O,toluene,c1ccccc1C,HCUARRIEZVDMPT-WXRBYKJCNA-N,0.007053696,-2.151583261,161.16
indole-2-carboxylic acid,c1ccc2c(c1)cc([nH]2)C(=O)O,water,O,HCUARRIEZVDMPT-WXRBYKJCNA-N,0.003818565,-2.418099812,161.16
indoprofen,O=C(O)C(c1ccc(cc1)N3C(=O)c2ccccc2C3)C,PEG400,O(CCOCCOCCO)CCOCCOCCOCCOCCOCCO,RJMIEHBSYVWVIN-UYBDAZJANA-N,0.054075432,-1.267000002,281.311
indoprofen,O=C(O)C(c1ccc(cc1)N3C(=O)c2ccccc2C3)C,water,O,RJMIEHBSYVWVIN-UYBDAZJANA-N,4.92E-05,-4.30799959,281.311
iopanoic acid,Ic1c(c(I)c(N)c(I)c1)CC(C(=O)O)CC,PEG400,O(CCOCCOCCO)CCOCCOCCOCCOCCOCCO,OIRFJRBSRORBCM-WYUMXYHSNA-N,0.269773943,-0.569,570.934
iopanoic acid,Ic1c(c(I)c(N)c(I)c1)CC(C(=O)O)CC,water,O,OIRFJRBSRORBCM-WYUMXYHSNA-N,3.33E-06,-5.477000538,570.934
isoniazid,O=C(NN)c1ccncc1,acetone,CC(=O)C,QRXWMOHMRWLFEY-BGGKNDAXNA-N,0.108791289,-0.963405878,137.142
isoniazid,O=C(NN)c1ccncc1,ethanol,CCO,QRXWMOHMRWLFEY-BGGKNDAXNA-N,0.082660807,-1.082700359,137.142
isoniazid,O=C(NN)c1ccncc1,ethyl acetate,O=C(OCC)C,QRXWMOHMRWLFEY-BGGKNDAXNA-N,0.015147309,-1.820224003,137.142
isoniazid,O=C(NN)c1ccncc1,methanol,CO,QRXWMOHMRWLFEY-BGGKNDAXNA-N,0.245222599,-0.61112603,137.142
isonicotinic acid,c1cnccc1C(=O)O,1-propanol,CCCO,TWBYWOBDOCUKOW-FZOZFQFYNA-N,0.010279347,-1.988034473,123.111
isonicotinic acid,c1cnccc1C(=O)O,2-propanol,CC(C)O,TWBYWOBDOCUKOW-FZOZFQFYNA-N,0.007195479,-2.14294029,123.111
isonicotinic acid,c1cnccc1C(=O)O,ethanol,CCO,TWBYWOBDOCUKOW-FZOZFQFYNA-N,0.009719057,-2.012375871,123.111
isonicotinic acid,c1cnccc1C(=O)O,methanol,CO,TWBYWOBDOCUKOW-FZOZFQFYNA-N,0.014425499,-1.840869155,123.111
isophthalic acid,O=C(O)c1cccc(C(=O)O)c1,1-butanol,CCCCO,QQVIHTHCMHWDBS-FLKJISBTNA-N,0.034196034,-1.46602426,166.132
isophthalic acid,O=C(O)c1cccc(C(=O)O)c1,1-hexanol,CCCCCCO,QQVIHTHCMHWDBS-FLKJISBTNA-N,0.019487925,-1.7102344,166.132
isophthalic acid,O=C(O)c1cccc(C(=O)O)c1,1-propanol,CCCO,QQVIHTHCMHWDBS-FLKJISBTNA-N,0.04235572,-1.373087931,166.132
isophthalic acid,O=C(O)c1cccc(C(=O)O)c1,2-butanol,OC(C)CC,QQVIHTHCMHWDBS-FLKJISBTNA-N,0.025418673,-1.594847126,166.132
isophthalic acid,O=C(O)c1cccc(C(=O)O)c1,2-propanol,CC(C)O,QQVIHTHCMHWDBS-FLKJISBTNA-N,0.052064614,-1.283457347,166.132
isophthalic acid,O=C(O)c1cccc(C(=O)O)c1,DMSO,CS(=O)C,QQVIHTHCMHWDBS-FLKJISBTNA-N,2.97280264,0.473166078,166.132
isophthalic acid,O=C(O)c1cccc(C(=O)O)c1,methanol,CO,QQVIHTHCMHWDBS-FLKJISBTNA-N,0.088474154,-1.053183581,166.132
itaconic acid,O=C(O)\C(=C)CC(=O)O,1-propanol,CCCO,LVHBHZANLOWSRM-HJYFZBQUNA-N,0.9687049,-0.013808503,130.099
itaconic acid,O=C(O)\C(=C)CC(=O)O,2-propanol,CC(O)C,LVHBHZANLOWSRM-HJYFZBQUNA-N,1.124881481,0.051106767,130.099
itaconic acid,O=C(O)\C(=C)CC(=O)O,acetone,CC(=O)C,LVHBHZANLOWSRM-HJYFZBQUNA-N,0.675250707,-0.170534952,130.099
itaconic acid,O=C(O)\C(=C)CC(=O)O,acetonitrile,CCN,LVHBHZANLOWSRM-HJYFZBQUNA-N,0.099739198,-1.001134128,130.099
itaconic acid,O=C(O)\C(=C)CC(=O)O,ethanol,CCO,LVHBHZANLOWSRM-HJYFZBQUNA-N,1.264228845,0.101825695,130.099
itaconic acid,O=C(O)\C(=C)CC(=O)O,ethyl acetate,O=C(OCC)C,LVHBHZANLOWSRM-HJYFZBQUNA-N,0.112219244,-0.949932661,130.099
itaconic acid,O=C(O)\C(=C)CC(=O)O,methanol,CO,LVHBHZANLOWSRM-HJYFZBQUNA-N,2.263568889,0.354793716,130.099
itaconic acid,O=C(O)\C(=C)CC(=O)O,water,O,LVHBHZANLOWSRM-HJYFZBQUNA-N,0.59687422,-0.224117179,130.099
ketamine hydrocortisone,O=C4\C=C2/[C@]([C@H]1[C@@H](O)C[C@@]3([C@@](O)(C(=O)CO)CC[C@H]3[C@@H]1CC2)C)(C)CC4,DMSO,CS(=O)C,JYGXADMDTFJGBT-VWUMJDOONA-N,0.728860309,-0.137355699,362.466
ketoprofen,CC(c1cccc(c1)C(=O)c2ccccc2)C(=O)O,1-butanol,CCCCO,DKYWVDODHFEZIM-GPQMBLKYNA-N,0.847330918,-0.071946946,254.285
ketoprofen,CC(c1cccc(c1)C(=O)c2ccccc2)C(=O)O,1-decanol,OCCCCCCCCCC,DKYWVDODHFEZIM-GPQMBLKYNA-N,0.431073788,-0.365448384,254.285
ketoprofen,CC(c1cccc(c1)C(=O)c2ccccc2)C(=O)O,1-heptanol,OCCCCCCC,DKYWVDODHFEZIM-GPQMBLKYNA-N,0.46101235,-0.33628744,254.285
ketoprofen,CC(c1cccc(c1)C(=O)c2ccccc2)C(=O)O,1-hexanol,OCCCCCC,DKYWVDODHFEZIM-GPQMBLKYNA-N,0.616355006,-0.210169072,254.285
ketoprofen,CC(c1cccc(c1)C(=O)c2ccccc2)C(=O)O,1-octanol,OCCCCCCCC,DKYWVDODHFEZIM-GPQMBLKYNA-N,0.641432248,-0.207245381,254.285
ketoprofen,CC(c1cccc(c1)C(=O)c2ccccc2)C(=O)O,1-pentanol,OCCCCC,DKYWVDODHFEZIM-GPQMBLKYNA-N,0.666754435,-0.176034398,254.285
ketoprofen,CC(c1cccc(c1)C(=O)c2ccccc2)C(=O)O,1-propanol,CCCO,DKYWVDODHFEZIM-GPQMBLKYNA-N,0.971833142,-0.012408808,254.285
ketoprofen,CC(c1cccc(c1)C(=O)c2ccccc2)C(=O)O,2-butanol,OC(C)CC,DKYWVDODHFEZIM-GPQMBLKYNA-N,1.344454658,0.12854616,254.285
ketoprofen,CC(c1cccc(c1)C(=O)c2ccccc2)C(=O)O,2-methyl-1-propanol,OCC(C)C,DKYWVDODHFEZIM-GPQMBLKYNA-N,0.966085149,-0.014984594,254.285
ketoprofen,CC(c1cccc(c1)C(=O)c2ccccc2)C(=O)O,2-propanol,CC(O)C,DKYWVDODHFEZIM-GPQMBLKYNA-N,1.361494861,0.134016006,254.285
ketoprofen,CC(c1cccc(c1)C(=O)c2ccccc2)C(=O)O,DMSO,CS(=O)C,DKYWVDODHFEZIM-GPQMBLKYNA-N,1.302666007,0.11483308,254.285
ketoprofen,CC(c1cccc(c1)C(=O)c2ccccc2)C(=O)O,PEG400,O(CCOCCOCCO)CCOCCOCCOCCOCCOCCO,DKYWVDODHFEZIM-GPQMBLKYNA-N,0.954992586,-0.02,254.285
ketoprofen,CC(c1cccc(c1)C(=O)c2ccccc2)C(=O)O,diethyl ether,CCOCC,DKYWVDODHFEZIM-GPQMBLKYNA-N,0.981633939,-0.008050435,254.285
ketoprofen,CC(c1cccc(c1)C(=O)c2ccccc2)C(=O)O,ethanol,CCO,DKYWVDODHFEZIM-GPQMBLKYNA-N,0.967397316,-0.014721641,254.285
ketoprofen,CC(c1cccc(c1)C(=O)c2ccccc2)C(=O)O,ethyl acetate,O=C(OCC)C,DKYWVDODHFEZIM-GPQMBLKYNA-N,1.325703697,0.122446467,254.285
ketoprofen,CC(c1cccc(c1)C(=O)c2ccccc2)C(=O)O,methanol,CO,DKYWVDODHFEZIM-GPQMBLKYNA-N,0.833585883,-0.079212694,254.285
ketoprofen,CC(c1cccc(c1)C(=O)c2ccccc2)C(=O)O,water,O,DKYWVDODHFEZIM-GPQMBLKYNA-N,0.000429067,-3.377999829,254.285
lauric acid,CCCCCCCCCCCC(=O)O,1-butanol,CCCCO,POULHZVOKOAJMA-NDKGDYFDNA-N,2.189818717,0.340408163,200.322
lauric acid,CCCCCCCCCCCC(=O)O,1-hexanol,OCCCCCC,POULHZVOKOAJMA-NDKGDYFDNA-N,2.037033289,0.308998126,200.322
lauric acid,CCCCCCCCCCCC(=O)O,1-pentanol,OCCCCC,POULHZVOKOAJMA-NDKGDYFDNA-N,2.094161766,0.321010226,200.322
lauric acid,CCCCCCCCCCCC(=O)O,1-propanol,CCCO,POULHZVOKOAJMA-NDKGDYFDNA-N,2.299547293,0.361642346,200.322
lauric acid,CCCCCCCCCCCC(=O)O,2-methyl-1-propanol,OCC(C)C,POULHZVOKOAJMA-NDKGDYFDNA-N,2.220625423,0.346475308,200.322
lauric acid,CCCCCCCCCCCC(=O)O,3-methyl-1-butanol,OCCC(C)C,POULHZVOKOAJMA-NDKGDYFDNA-N,2.16356802,0.335170553,200.322
lauric acid,CCCCCCCCCCCC(=O)O,ethanol,CCO,POULHZVOKOAJMA-NDKGDYFDNA-N,2.492995885,0.396721562,200.322
lauric acid,CCCCCCCCCCCC(=O)O,methanol,CO,POULHZVOKOAJMA-NDKGDYFDNA-N,2.665742866,0.425818256,200.322
lauric acid,CCCCCCCCCCCC(=O)O,water,O,POULHZVOKOAJMA-NDKGDYFDNA-N,2.40E-05,-4.619575283,200.322
lauric acid,O=C(O)CCCCCCCCCCC,1-propanol,CCCO,POULHZVOKOAJMA-NDKGDYFDNA-N,2.377260142,0.376076709,200.322
lauric acid,O=C(O)CCCCCCCCCCC,2-propanol,CC(C)O,POULHZVOKOAJMA-NDKGDYFDNA-N,2.419168415,0.383666104,200.322
lauric acid,O=C(O)CCCCCCCCCCC,acetone,CC(=O)C,POULHZVOKOAJMA-NDKGDYFDNA-N,2.078944082,0.317842808,200.322
lauric acid,O=C(O)CCCCCCCCCCC,hexane,CCCCCC,POULHZVOKOAJMA-NDKGDYFDNA-N,1.666406967,0.221781073,200.322
levofloxacin,C[C@H]1COc2c3n1cc(c(=O)c3cc(c2N4CCN(CC4)C)F)C(=O)O,1-butanol,CCCCO,GSDSWSVVBLHKDQ-QVNXLTHBNA-N,0.023746842,-1.624394137,361.373
levofloxacin,C[C@H]1COc2c3n1cc(c(=O)c3cc(c2N4CCN(CC4)C)F)C(=O)O,1-propanol,CCCO,GSDSWSVVBLHKDQ-QVNXLTHBNA-N,0.018750856,-1.726978901,361.373
levofloxacin,C[C@H]1COc2c3n1cc(c(=O)c3cc(c2N4CCN(CC4)C)F)C(=O)O,2-propanol,CC(O)C,GSDSWSVVBLHKDQ-QVNXLTHBNA-N,0.008417339,-2.074825182,361.373
levofloxacin,C[C@H]1COc2c3n1cc(c(=O)c3cc(c2N4CCN(CC4)C)F)C(=O)O,acetic acid,O=C(O)C,GSDSWSVVBLHKDQ-QVNXLTHBNA-N,0.838929764,-0.076274397,361.373
levofloxacin,C[C@H]1COc2c3n1cc(c(=O)c3cc(c2N4CCN(CC4)C)F)C(=O)O,ethanol,OCC,GSDSWSVVBLHKDQ-QVNXLTHBNA-N,0.018049572,-1.743533092,361.373
levofloxacin,C[C@H]1COc2c3n1cc(c(=O)c3cc(c2N4CCN(CC4)C)F)C(=O)O,ethyl acetate,O=C(OCC)C,GSDSWSVVBLHKDQ-QVNXLTHBNA-N,0.022499819,-1.647820976,361.373
lovastatin,O=C(O[C@@H]1[C@H]3C(=C/[C@H](C)C1)\C=C/[C@@H]([C@@H]3CC[C@H]2OC(=O)C[C@H](O)C2)C)[C@@H](C)CC,1-octanol,OCCCCCCCC,PCZOHLXUXFIOCF-BXMDZJJMNA-N,0.004897788,-2.310000017,404.547
lovastatin,O=C(O[C@@H]1[C@H]3C(=C/[C@H](C)C1)\C=C/[C@@H]([C@@H]3CC[C@H]2OC(=O)C[C@H](O)C2)C)[C@@H](C)CC,butanone,CCC(=O)C,PCZOHLXUXFIOCF-BXMDZJJMNA-N,0.127519795,-0.894422394,404.547
lovastatin,O=C(O[C@@H]1[C@H]3C(=C/[C@H](C)C1)\C=C/[C@@H]([C@@H]3CC[C@H]2OC(=O)C[C@H](O)C2)C)[C@@H](C)CC,butyl acetate,CCCCOC(=O)C,PCZOHLXUXFIOCF-BXMDZJJMNA-N,0.004825977,-2.316414752,404.547
lovastatin,O=C(O[C@@H]1[C@H]3C(=C/[C@H](C)C1)\C=C/[C@@H]([C@@H]3CC[C@H]2OC(=O)C[C@H](O)C2)C)[C@@H](C)CC,ethyl acetate,O=C(OCC)C,PCZOHLXUXFIOCF-BXMDZJJMNA-N,0.067298355,-1.171995551,404.547
lovastatin,O=C(O[C@@H]1[C@H]3C(=C/[C@H](C)C1)\C=C/[C@@H]([C@@H]3CC[C@H]2OC(=O)C[C@H](O)C2)C)[C@@H](C)CC,methanol,CO,PCZOHLXUXFIOCF-BXMDZJJMNA-N,0.075,-1.124938737,404.547
lovastatin,O=C(O[C@@H]1[C@H]3C(=C/[C@H](C)C1)\C=C/[C@@H]([C@@H]3CC[C@H]2OC(=O)C[C@H](O)C2)C)[C@@H](C)CC,methyl acetate,O=C(OC)C,PCZOHLXUXFIOCF-BXMDZJJMNA-N,0.056434473,-1.248455526,404.547
luteolin,O=C\1c3c(O/C(=C/1)c2ccc(O)c(O)c2)cc(O)cc3O,1-butanol,CCCCO,IQPNAANSBPBGFQ-UHFFFAOYNA-N,0.019422571,-1.711693282,286.239
luteolin,O=C\1c3c(O/C(=C/1)c2ccc(O)c(O)c2)cc(O)cc3O,1-propanol,CCCO,IQPNAANSBPBGFQ-UHFFFAOYNA-N,0.0323294,-1.490402355,286.239
luteolin,O=C\1c3c(O/C(=C/1)c2ccc(O)c(O)c2)cc(O)cc3O,2-propanol,CC(O)C,IQPNAANSBPBGFQ-UHFFFAOYNA-N,0.02548806,-1.593663219,286.239
luteolin,O=C\1c3c(O/C(=C/1)c2ccc(O)c(O)c2)cc(O)cc3O,DMSO,CS(=O)C,IQPNAANSBPBGFQ-UHFFFAOYNA-N,0.673669111,-0.171553365,286.239
luteolin,O=C\1c3c(O/C(=C/1)c2ccc(O)c(O)c2)cc(O)cc3O,acetone,CC(=O)C,IQPNAANSBPBGFQ-UHFFFAOYNA-N,0.020733882,-1.683319377,286.239
luteolin,O=C\1c3c(O/C(=C/1)c2ccc(O)c(O)c2)cc(O)cc3O,ethanol,CCO,IQPNAANSBPBGFQ-UHFFFAOYNA-N,0.031229556,-1.50543419,286.239
